Pokemon,Location,Encounter Method,Level Range,Encounter Rate
Geodude,Cerulean Cave 1F,Rock Smash,40-50,50
Geodude,Cerulean Cave 2F,Rock Smash,35-45,50
Geodude,Cerulean Cave 2F,Rock Smash,45-55,50
Geodude,Cerulean Cave 2F,Rock Smash,45-55,50
Geodude,Cerulean Cave B1F,Rock Smash,40-50,50
Geodude,Cerulean Cave B1F,Rock Smash,50-60,50
Geodude,Cerulean Cave B1F,Rock Smash,50-60,50
Geodude,Rock Tunnel 1F,Walking/Grass,16,7
Geodude,Rock Tunnel 1F,Walking/Grass,17,7
Geodude,Rock Tunnel 1F,Walking/Grass,15,7
Geodude,Rock Tunnel 1F,Walking/Grass,15,7
Geodude,Rock Tunnel B1F,Walking/Grass,17,7
Geodude,Rock Tunnel B1F,Walking/Grass,16,7
Geodude,Rock Tunnel B1F,Walking/Grass,15,7
Geodude,Rock Tunnel B1F,Walking/Grass,15,7
Geodude,Rock Tunnel B1F,Rock Smash,5-20,50
Geodude,Rock Tunnel B1F,Rock Smash,10-20,50
Geodude,Rock Tunnel B1F,Rock Smash,15-30,50
Geodude,Mt Ember Exterior,Walking/Grass,33,21
Geodude,Mt Ember Exterior,Rock Smash,5-20,50
Geodude,Mt Ember Exterior,Rock Smash,10-20,50
Geodude,Mt Ember Exterior,Rock Smash,15-30,50
Geodude,Mt Ember Summit Path 1F,Walking/Grass,33,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,29,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,31,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,35,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,37,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,37,7
Geodude,Mt Ember Summit Path 2F,Walking/Grass,34,7
Geodude,Mt Ember Summit Path 2F,Walking/Grass,30,7
Geodude,Mt Ember Summit Path 2F,Walking/Grass,32,7
Geodude,Mt Ember Summit Path 2F,Rock Smash,5-20,50
Geodude,Mt Ember Summit Path 2F,Rock Smash,10-20,50
Geodude,Mt Ember Summit Path 2F,Rock Smash,15-30,50
Geodude,Mt Ember Summit Path 3F,Walking/Grass,33,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,29,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,31,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,35,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,37,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,37,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,36,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,32,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,34,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,38,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path 1F,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path 1F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path 1F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,38,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,36,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,34,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B1F,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path B1F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B1F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B2F,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path B2F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B2F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B1F Stairs,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path B1F Stairs,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B1F Stairs,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,38,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,36,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,34,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B2F Stairs,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path B2F Stairs,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B2F Stairs,Rock Smash,30-40,50
Geodude,One Island Kindle Road,Walking/Grass,31,21
Geodude,One Island Kindle Road,Rock Smash,5-20,25
Geodude,One Island Kindle Road,Rock Smash,10-20,25
Geodude,One Island Kindle Road,Rock Smash,15-30,25
Geodude,Seven Island Sevault Canyon,Walking/Grass,46,21
Geodude,Seven Island Sevault Canyon,Rock Smash,25-35,25
Geodude,Seven Island Sevault Canyon,Rock Smash,30-40,25
Geodude,Seven Island Sevault Canyon,Rock Smash,30-40,25
Geodude,Mt Moon 1F,Walking/Grass,7,7
Geodude,Mt Moon 1F,Walking/Grass,8,7
Geodude,Mt Moon 1F,Walking/Grass,9,7
Geodude,Mt Moon B2F,Walking/Grass,9,7
Geodude,Mt Moon B2F,Walking/Grass,10,7
Geodude,Victory Road 1F,Walking/Grass,32,7
Geodude,Victory Road 2F,Walking/Grass,34,7
Geodude,Victory Road 3F,Walking/Grass,32,7
Geodude,Cerulean Cave 1F,Rock Smash,30-40,50
Geodude,Cerulean Cave 1F,Rock Smash,40-50,50
Geodude,Cerulean Cave 1F,Rock Smash,40-50,50
Geodude,Cerulean Cave 2F,Rock Smash,35-45,50
Geodude,Cerulean Cave 2F,Rock Smash,45-55,50
Geodude,Cerulean Cave 2F,Rock Smash,45-55,50
Geodude,Cerulean Cave B1F,Rock Smash,40-50,50
Geodude,Cerulean Cave B1F,Rock Smash,50-60,50
Geodude,Cerulean Cave B1F,Rock Smash,50-60,50
Geodude,Rock Tunnel 1F,Walking/Grass,16,7
Geodude,Rock Tunnel 1F,Walking/Grass,17,7
Geodude,Rock Tunnel 1F,Walking/Grass,15,7
Geodude,Rock Tunnel 1F,Walking/Grass,15,7
Geodude,Rock Tunnel B1F,Walking/Grass,17,7
Geodude,Rock Tunnel B1F,Walking/Grass,16,7
Geodude,Rock Tunnel B1F,Walking/Grass,15,7
Geodude,Rock Tunnel B1F,Walking/Grass,15,7
Geodude,Rock Tunnel B1F,Rock Smash,5-20,50
Geodude,Rock Tunnel B1F,Rock Smash,10-20,50
Geodude,Rock Tunnel B1F,Rock Smash,15-30,50
Geodude,Mt Ember Exterior,Walking/Grass,33,21
Geodude,Mt Ember Exterior,Rock Smash,5-20,50
Geodude,Mt Ember Exterior,Rock Smash,10-20,50
Geodude,Mt Ember Exterior,Rock Smash,15-30,50
Geodude,Mt Ember Summit Path 1F,Walking/Grass,33,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,29,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,31,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,35,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,37,7
Geodude,Mt Ember Summit Path 1F,Walking/Grass,37,7
Geodude,Mt Ember Summit Path 2F,Walking/Grass,34,7
Geodude,Mt Ember Summit Path 2F,Walking/Grass,30,7
Geodude,Mt Ember Summit Path 2F,Walking/Grass,32,7
Geodude,Mt Ember Summit Path 2F,Rock Smash,5-20,50
Geodude,Mt Ember Summit Path 2F,Rock Smash,10-20,50
Geodude,Mt Ember Summit Path 2F,Rock Smash,15-30,50
Geodude,Mt Ember Summit Path 3F,Walking/Grass,33,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,29,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,31,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,35,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,37,7
Geodude,Mt Ember Summit Path 3F,Walking/Grass,37,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,36,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,32,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,34,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,38,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path 1F,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path 1F,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path 1F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path 1F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,38,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,36,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,34,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B1F,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B1F,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path B1F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B1F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B2F,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B2F,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path B2F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B2F,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B1F Stairs,Walking/Grass,44,7
Geodude,Mt Ember Ruby Path B1F Stairs,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path B1F Stairs,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B1F Stairs,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,38,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,36,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,34,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,40,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B2F Stairs,Walking/Grass,42,7
Geodude,Mt Ember Ruby Path B2F Stairs,Rock Smash,25-35,50
Geodude,Mt Ember Ruby Path B2F Stairs,Rock Smash,30-40,50
Geodude,Mt Ember Ruby Path B2F Stairs,Rock Smash,30-40,50
Geodude,One Island Kindle Road,Walking/Grass,31,21
Geodude,One Island Kindle Road,Rock Smash,5-20,25
Geodude,One Island Kindle Road,Rock Smash,10-20,25
Geodude,One Island Kindle Road,Rock Smash,15-30,25
Geodude,Seven Island Sevault Canyon,Walking/Grass,46,21
Geodude,Seven Island Sevault Canyon,Rock Smash,25-35,25
Geodude,Seven Island Sevault Canyon,Rock Smash,30-40,25
Geodude,Seven Island Sevault Canyon,Rock Smash,30-40,25
Gloom,Three Island Berry Forest,Walking/Grass,35,21
Gloom,Two Island Cape Brink,Walking/Grass,36,21
Gloom,Two Island Cape Brink,Walking/Grass,38,21
Gloom,Three Island Bond Bridge,Walking/Grass,36,21
Gloom,Six Island Water Path,Walking/Grass,48,21
Gloom,Route12,Walking/Grass,28,21
Gloom,Route12,Walking/Grass,30,21
Gloom,Route13,Walking/Grass,28,21
Gloom,Route13,Walking/Grass,30,21
Gloom,Route14,Walking/Grass,30,21
Gloom,Route15,Walking/Grass,28,21
Gloom,Route15,Walking/Grass,30,21
Golbat,Victory Road 1F,Walking/Grass,44,7
Golbat,Victory Road 2F,Walking/Grass,46,7
Golbat,Victory Road 3F,Walking/Grass,44,7
Golbat,Cerulean Cave 1F,Walking/Grass,46,7
Golbat,Cerulean Cave 1F,Walking/Grass,55,7
Golbat,Cerulean Cave 2F,Walking/Grass,49,7
Golbat,Cerulean Cave 2F,Walking/Grass,58,7
Golbat,Cerulean Cave B1F,Walking/Grass,52,7
Golbat,Cerulean Cave B1F,Walking/Grass,61,7
Golbat,Seafoam Islands 1F,Walking/Grass,26,7
Golbat,Seafoam Islands 1F,Walking/Grass,28,7
Golbat,Seafoam Islands 1F,Walking/Grass,30,7
Golbat,Seafoam Islands B1F,Walking/Grass,26,7
Golbat,Seafoam Islands B1F,Walking/Grass,28,7
Golbat,Seafoam Islands B1F,Walking/Grass,30,7
Golbat,Seafoam Islands B2F,Walking/Grass,26,7
Golbat,Seafoam Islands B2F,Walking/Grass,28,7
Golbat,Seafoam Islands B2F,Walking/Grass,30,7
Golbat,Seafoam Islands B3F,Walking/Grass,26,7
Golbat,Seafoam Islands B3F,Walking/Grass,28,7
Golbat,Seafoam Islands B3F,Walking/Grass,30,7
Golbat,Seafoam Islands B4F,Walking/Grass,26,7
Golbat,Seafoam Islands B4F,Walking/Grass,28,7
Golbat,Seafoam Islands B4F,Walking/Grass,30,7
Golbat,Four Island Icefall Cave Entrance,Walking/Grass,45,7
Golbat,Four Island Icefall Cave Entrance,Walking/Grass,48,7
Golbat,Four Island Icefall Cave Entrance,Walking/Grass,48,7
Golbat,Four Island Icefall Cave 1F,Walking/Grass,45,7
Golbat,Four Island Icefall Cave 1F,Walking/Grass,48,7
Golbat,Four Island Icefall Cave 1F,Walking/Grass,48,7
Golbat,Four Island Icefall Cave B1F,Walking/Grass,45,7
Golbat,Four Island Icefall Cave B1F,Walking/Grass,48,7
Golbat,Four Island Icefall Cave B1F,Walking/Grass,48,7
Golbat,Four Island Icefall Cave Back,Walking/Grass,45,7
Golbat,Four Island Icefall Cave Back,Walking/Grass,48,7
Golbat,Four Island Icefall Cave Back,Walking/Grass,48,7
Golbat,Five Island Lost Cave Room1,Walking/Grass,41,1
Golbat,Five Island Lost Cave Room1,Walking/Grass,43,1
Golbat,Five Island Lost Cave Room2,Walking/Grass,41,2
Golbat,Five Island Lost Cave Room2,Walking/Grass,43,2
Golbat,Five Island Lost Cave Room3,Walking/Grass,41,3
Golbat,Five Island Lost Cave Room3,Walking/Grass,43,3
Golbat,Five Island Lost Cave Room4,Walking/Grass,41,4
Golbat,Five Island Lost Cave Room4,Walking/Grass,43,4
Golbat,Five Island Lost Cave Room5,Walking/Grass,41,5
Golbat,Five Island Lost Cave Room5,Walking/Grass,43,5
Golbat,Five Island Lost Cave Room6,Walking/Grass,41,6
Golbat,Five Island Lost Cave Room6,Walking/Grass,43,6
Golbat,Five Island Lost Cave Room7,Walking/Grass,41,7
Golbat,Five Island Lost Cave Room7,Walking/Grass,43,7
Golbat,Five Island Lost Cave Room8,Walking/Grass,41,8
Golbat,Five Island Lost Cave Room8,Walking/Grass,43,8
Golbat,Five Island Lost Cave Room9,Walking/Grass,41,9
Golbat,Five Island Lost Cave Room9,Walking/Grass,43,9
Golbat,Five Island Lost Cave Room10,Walking/Grass,41,10
Golbat,Five Island Lost Cave Room10,Walking/Grass,43,10
Golbat,Five Island Lost Cave Room11,Walking/Grass,41,5
Golbat,Five Island Lost Cave Room12,Walking/Grass,41,5
Golbat,Five Island Lost Cave Room13,Walking/Grass,41,5
Golbat,Five Island Lost Cave Room14,Walking/Grass,41,5
Golbat,Victory Road 1F,Walking/Grass,44,7
Golbat,Victory Road 2F,Walking/Grass,46,7
Golbat,Victory Road 3F,Walking/Grass,44,7
Golbat,Cerulean Cave 1F,Walking/Grass,46,7
Golbat,Cerulean Cave 1F,Walking/Grass,55,7
Golbat,Cerulean Cave 2F,Walking/Grass,49,7
Golbat,Cerulean Cave 2F,Walking/Grass,58,7
Golbat,Cerulean Cave B1F,Walking/Grass,52,7
Golbat,Cerulean Cave B1F,Walking/Grass,61,7
Golbat,Seafoam Islands 1F,Walking/Grass,26,7
Golbat,Seafoam Islands 1F,Walking/Grass,28,7
Golbat,Seafoam Islands 1F,Walking/Grass,30,7
Golbat,Seafoam Islands B1F,Walking/Grass,26,7
Golbat,Seafoam Islands B1F,Walking/Grass,28,7
Golbat,Seafoam Islands B2F,Walking/Grass,26,7
Golbat,Seafoam Islands B2F,Walking/Grass,28,7
Golbat,Seafoam Islands B2F,Walking/Grass,30,7
Golbat,Seafoam Islands B3F,Walking/Grass,26,7
Golbat,Seafoam Islands B3F,Walking/Grass,28,7
Golbat,Seafoam Islands B3F,Walking/Grass,30,7
Golbat,Seafoam Islands B4F,Walking/Grass,26,7
Golbat,Seafoam Islands B4F,Walking/Grass,28,7
Golbat,Seafoam Islands B4F,Walking/Grass,30,7
Golbat,Four Island Icefall Cave Entrance,Walking/Grass,45,7
Golbat,Four Island Icefall Cave Entrance,Walking/Grass,48,7
Golbat,Four Island Icefall Cave Entrance,Walking/Grass,48,7
Golbat,Four Island Icefall Cave 1F,Walking/Grass,45,7
Golbat,Four Island Icefall Cave 1F,Walking/Grass,48,7
Golbat,Four Island Icefall Cave 1F,Walking/Grass,48,7
Golbat,Four Island Icefall Cave B1F,Walking/Grass,45,7
Golbat,Four Island Icefall Cave B1F,Walking/Grass,48,7
Golbat,Four Island Icefall Cave B1F,Walking/Grass,48,7
Golbat,Four Island Icefall Cave Back,Walking/Grass,45,7
Golbat,Four Island Icefall Cave Back,Walking/Grass,48,7
Golbat,Four Island Icefall Cave Back,Walking/Grass,48,7
Golbat,Five Island Lost Cave Room1,Walking/Grass,41,1
Golbat,Five Island Lost Cave Room1,Walking/Grass,43,1
Golbat,Five Island Lost Cave Room2,Walking/Grass,41,2
Golbat,Five Island Lost Cave Room2,Walking/Grass,43,2
Golbat,Five Island Lost Cave Room3,Walking/Grass,41,3
Golbat,Five Island Lost Cave Room3,Walking/Grass,43,3
Golbat,Five Island Lost Cave Room4,Walking/Grass,41,4
Golbat,Five Island Lost Cave Room4,Walking/Grass,43,4
Golbat,Five Island Lost Cave Room5,Walking/Grass,41,5
Golbat,Five Island Lost Cave Room5,Walking/Grass,43,5
Golbat,Five Island Lost Cave Room6,Walking/Grass,41,6
Golbat,Five Island Lost Cave Room6,Walking/Grass,43,6
Golbat,Five Island Lost Cave Room7,Walking/Grass,41,7
Golbat,Five Island Lost Cave Room7,Walking/Grass,43,7
Golbat,Five Island Lost Cave Room8,Walking/Grass,41,8
Golbat,Five Island Lost Cave Room8,Walking/Grass,43,8
Golbat,Five Island Lost Cave Room9,Walking/Grass,41,9
Golbat,Five Island Lost Cave Room9,Walking/Grass,43,9
Golbat,Five Island Lost Cave Room10,Walking/Grass,41,10
Golbat,Five Island Lost Cave Room10,Walking/Grass,43,10
Golbat,Five Island Lost Cave Room11,Walking/Grass,41,5
Golbat,Five Island Lost Cave Room12,Walking/Grass,41,5
Golbat,Five Island Lost Cave Room13,Walking/Grass,41,5
Golbat,Five Island Lost Cave Room14,Walking/Grass,41,5
Goldeen,Safari Zone Center,Fishing (Unknown Rod),5-15,20
Goldeen,Safari Zone Center,Fishing (Unknown Rod),15-25,20
Goldeen,Safari Zone East,Fishing (Unknown Rod),5-15,20
Goldeen,Safari Zone East,Fishing (Unknown Rod),15-25,20
Goldeen,Safari Zone North,Fishing (Unknown Rod),5-15,20
Goldeen,Safari Zone North,Fishing (Unknown Rod),15-25,20
Goldeen,Safari Zone West,Fishing (Unknown Rod),5-15,20
Goldeen,Safari Zone West,Fishing (Unknown Rod),15-25,20
Goldeen,Cerulean Cave 1F,Fishing (Unknown Rod),5-15,20
Goldeen,Cerulean Cave B1F,Fishing (Unknown Rod),5-15,20
Goldeen,Three Island Berry Forest,Fishing (Unknown Rod),5-15,20
Goldeen,Three Island Berry Forest,Fishing (Unknown Rod),15-25,20
Goldeen,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),5-15,20
Goldeen,Two Island Cape Brink,Fishing (Unknown Rod),5-15,20
Goldeen,Six Island Ruin Valley,Fishing (Unknown Rod),5-15,20
Goldeen,Route6,Fishing (Unknown Rod),5-15,20
Goldeen,Route22,Fishing (Unknown Rod),5-15,20
Goldeen,Route23,Fishing (Unknown Rod),5-15,20
Goldeen,Route25,Fishing (Unknown Rod),5-15,20
Goldeen,Viridian City,Fishing (Unknown Rod),3-5,10
Goldeen,Fuchsia City,Fishing (Unknown Rod),5-15,10
Goldeen,Fuchsia City,Fishing (Unknown Rod),15-25,10
Goldeen,Four Island,Fishing (Unknown Rod),5-15,20
Goldeen,Safari Zone Center,Fishing (Unknown Rod),5-15,20
Goldeen,Safari Zone Center,Fishing (Unknown Rod),15-25,20
Goldeen,Safari Zone East,Fishing (Unknown Rod),5-15,20
Goldeen,Safari Zone East,Fishing (Unknown Rod),15-25,20
Goldeen,Safari Zone North,Fishing (Unknown Rod),5-15,20
Goldeen,Safari Zone North,Fishing (Unknown Rod),15-25,20
Goldeen,Safari Zone West,Fishing (Unknown Rod),5-15,20
Goldeen,Safari Zone West,Fishing (Unknown Rod),15-25,20
Goldeen,Cerulean Cave 1F,Fishing (Unknown Rod),5-15,20
Goldeen,Cerulean Cave B1F,Fishing (Unknown Rod),5-15,20
Goldeen,Three Island Berry Forest,Fishing (Unknown Rod),5-15,20
Goldeen,Three Island Berry Forest,Fishing (Unknown Rod),15-25,20
Goldeen,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),5-15,20
Goldeen,Two Island Cape Brink,Fishing (Unknown Rod),5-15,20
Goldeen,Six Island Ruin Valley,Fishing (Unknown Rod),5-15,20
Goldeen,Route6,Fishing (Unknown Rod),5-15,20
Goldeen,Route22,Fishing (Unknown Rod),5-15,20
Goldeen,Route23,Fishing (Unknown Rod),5-15,20
Goldeen,Route25,Fishing (Unknown Rod),5-15,20
Goldeen,Viridian City,Fishing (Unknown Rod),3-5,10
Goldeen,Fuchsia City,Fishing (Unknown Rod),5-15,10
Goldeen,Fuchsia City,Fishing (Unknown Rod),15-25,10
Goldeen,Four Island,Fishing (Unknown Rod),5-15,20
Golduck,Cerulean Cave 1F,Surfing,40-50,2
Golduck,Cerulean Cave 1F,Surfing,45-55,2
Golduck,Cerulean Cave B1F,Surfing,50-60,2
Golduck,Cerulean Cave B1F,Surfing,55-65,2
Golduck,Seafoam Islands B1F,Walking/Grass,33,7
Golduck,Seafoam Islands B1F,Walking/Grass,35,7
Golduck,Seafoam Islands B2F,Walking/Grass,34,7
Golduck,Seafoam Islands B2F,Walking/Grass,32,7
Golduck,Seafoam Islands B2F,Walking/Grass,32,7
Golduck,Seafoam Islands B3F,Walking/Grass,32,7
Golduck,Seafoam Islands B3F,Walking/Grass,34,7
Golduck,Seafoam Islands B3F,Surfing,35-40,2
Golduck,Seafoam Islands B4F,Walking/Grass,32,7
Golduck,Seafoam Islands B4F,Walking/Grass,34,7
Golduck,Seafoam Islands B4F,Surfing,35-40,2
Golduck,Three Island Berry Forest,Surfing,35-40,2
Golduck,Three Island Berry Forest,Surfing,35-40,2
Golduck,Two Island Cape Brink,Walking/Grass,37,21
Golduck,Two Island Cape Brink,Walking/Grass,40,21
Golduck,Two Island Cape Brink,Surfing,35-40,2
Golduck,Two Island Cape Brink,Surfing,35-40,2
Graveler,Cerulean Cave 1F,Rock Smash,40-50,50
Graveler,Cerulean Cave 1F,Rock Smash,45-55,50
Graveler,Cerulean Cave 2F,Rock Smash,45-55,50
Graveler,Cerulean Cave 2F,Rock Smash,50-60,50
Graveler,Cerulean Cave B1F,Rock Smash,50-60,50
Graveler,Cerulean Cave B1F,Rock Smash,55-65,50
Graveler,Rock Tunnel B1F,Rock Smash,25-40,50
Graveler,Rock Tunnel B1F,Rock Smash,30-40,50
Graveler,Mt Ember Exterior,Rock Smash,25-40,50
Graveler,Mt Ember Exterior,Rock Smash,30-40,50
Graveler,Mt Ember Summit Path 2F,Rock Smash,25-40,50
Graveler,Mt Ember Summit Path 2F,Rock Smash,30-40,50
Graveler,Mt Ember Ruby Path 1F,Rock Smash,30-45,50
Graveler,Mt Ember Ruby Path 1F,Rock Smash,35-50,50
Graveler,Mt Ember Ruby Path B1F,Rock Smash,30-45,50
Graveler,Mt Ember Ruby Path B1F,Rock Smash,35-50,50
Graveler,Mt Ember Ruby Path B2F,Rock Smash,30-45,50
Graveler,Mt Ember Ruby Path B2F,Rock Smash,35-50,50
Graveler,Mt Ember Ruby Path B1F Stairs,Rock Smash,30-45,50
Graveler,Mt Ember Ruby Path B1F Stairs,Rock Smash,35-50,50
Graveler,Mt Ember Ruby Path B2F Stairs,Rock Smash,30-45,50
Graveler,Mt Ember Ruby Path B2F Stairs,Rock Smash,35-50,50
Graveler,One Island Kindle Road,Rock Smash,25-40,25
Graveler,One Island Kindle Road,Rock Smash,30-40,25
Graveler,Seven Island Sevault Canyon,Rock Smash,30-45,25
Graveler,Seven Island Sevault Canyon,Rock Smash,35-50,25
Graveler,Cerulean Cave 1F,Rock Smash,40-50,50
Graveler,Cerulean Cave 1F,Rock Smash,45-55,50
Graveler,Cerulean Cave 2F,Rock Smash,45-55,50
Graveler,Cerulean Cave 2F,Rock Smash,50-60,50
Graveler,Cerulean Cave B1F,Rock Smash,50-60,50
Graveler,Cerulean Cave B1F,Rock Smash,55-65,50
Graveler,Rock Tunnel B1F,Rock Smash,25-40,50
Graveler,Rock Tunnel B1F,Rock Smash,30-40,50
Graveler,Mt Ember Exterior,Rock Smash,25-40,50
Graveler,Mt Ember Exterior,Rock Smash,30-40,50
Graveler,Mt Ember Summit Path 2F,Rock Smash,25-40,50
Graveler,Mt Ember Summit Path 2F,Rock Smash,30-40,50
Graveler,Mt Ember Ruby Path 1F,Rock Smash,30-45,50
Graveler,Mt Ember Ruby Path 1F,Rock Smash,35-50,50
Graveler,Mt Ember Ruby Path B1F,Rock Smash,30-45,50
Graveler,Mt Ember Ruby Path B1F,Rock Smash,35-50,50
