Pokemon,Obtainability Method,Location/Details,Level/Requirement
FEAROW,Wild - Walking/Grass,Route23,Lv 40
FEAROW,Wild - Walking/Grass,Route23,Lv 42
FEAROW,Wild - Walking/Grass,Route23,Lv 44
FEAROW,Evolution,From Spearow,Level 20
FERALIGATR,Evolution,From Croconaw,Level 30
FLAAFFY,Evolution,From Mareep,Level 15
FLAREON,Evolution,From Eevee + Fire Stone,Use Stone
FLYGON,Evolution,From Vibrava,Level 45
FORRETRESS,Evolution,From Pineco,Level 31
FURRET,Evolution,From Sentret,Level 15
GARDEVOIR,Evolution,From Kirlia,Level 30
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 13
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 14
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 13
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 14
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 13
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 14
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 14
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 18
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room1,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room1,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room2,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room2,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room3,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room3,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room4,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room4,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room5,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room5,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room6,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room6,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room7,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room7,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room8,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room8,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room9,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room9,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room10,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room10,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room11,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room12,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room13,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room14,Lv 40
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 13
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 14
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 3F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 13
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 14
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 4F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 13
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 14
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 5F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 14
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 6F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 16
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 17
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 15
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 19
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 18
GASTLY,Wild - Walking/Grass,Pokemon Tower 7F,Lv 18
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room1,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room1,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room2,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room2,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room3,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room3,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room4,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room4,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room5,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room5,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room6,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room6,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room7,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room7,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room8,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room8,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room9,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room9,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room10,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room10,Lv 38
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room11,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room12,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room13,Lv 40
GASTLY,Wild - Walking/Grass,Five Island Lost Cave Room14,Lv 40
GENGAR,Evolution,From Haunter,Level 45
GEODUDE,Wild - Walking/Grass,Mt Moon 1F,Lv 7
GEODUDE,Wild - Walking/Grass,Mt Moon 1F,Lv 8
GEODUDE,Wild - Walking/Grass,Mt Moon 1F,Lv 9
GEODUDE,Wild - Walking/Grass,Mt Moon B2F,Lv 9
GEODUDE,Wild - Walking/Grass,Mt Moon B2F,Lv 10
GEODUDE,Wild - Walking/Grass,Victory Road 1F,Lv 32
GEODUDE,Wild - Walking/Grass,Victory Road 2F,Lv 34
GEODUDE,Wild - Walking/Grass,Victory Road 3F,Lv 32
GEODUDE,Wild - Rock Smash,Cerulean Cave 1F,Lv 30-40
GEODUDE,Wild - Rock Smash,Cerulean Cave 1F,Lv 40-50
GEODUDE,Wild - Rock Smash,Cerulean Cave 1F,Lv 40-50
GEODUDE,Wild - Rock Smash,Cerulean Cave 2F,Lv 35-45
GEODUDE,Wild - Rock Smash,Cerulean Cave 2F,Lv 45-55
GEODUDE,Wild - Rock Smash,Cerulean Cave 2F,Lv 45-55
GEODUDE,Wild - Rock Smash,Cerulean Cave B1F,Lv 40-50
GEODUDE,Wild - Rock Smash,Cerulean Cave B1F,Lv 50-60
GEODUDE,Wild - Rock Smash,Cerulean Cave B1F,Lv 50-60
GEODUDE,Wild - Walking/Grass,Rock Tunnel 1F,Lv 16
GEODUDE,Wild - Walking/Grass,Rock Tunnel 1F,Lv 17
GEODUDE,Wild - Walking/Grass,Rock Tunnel 1F,Lv 15
GEODUDE,Wild - Walking/Grass,Rock Tunnel 1F,Lv 15
GEODUDE,Wild - Walking/Grass,Rock Tunnel B1F,Lv 17
GEODUDE,Wild - Walking/Grass,Rock Tunnel B1F,Lv 16
GEODUDE,Wild - Walking/Grass,Rock Tunnel B1F,Lv 15
GEODUDE,Wild - Walking/Grass,Rock Tunnel B1F,Lv 15
GEODUDE,Wild - Rock Smash,Rock Tunnel B1F,Lv 5-20
GEODUDE,Wild - Rock Smash,Rock Tunnel B1F,Lv 10-20
GEODUDE,Wild - Rock Smash,Rock Tunnel B1F,Lv 15-30
GEODUDE,Wild - Walking/Grass,Mt Ember Exterior,Lv 33
GEODUDE,Wild - Rock Smash,Mt Ember Exterior,Lv 5-20
GEODUDE,Wild - Rock Smash,Mt Ember Exterior,Lv 10-20
GEODUDE,Wild - Rock Smash,Mt Ember Exterior,Lv 15-30
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 33
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 29
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 31
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 35
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 37
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 37
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 34
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 30
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 32
GEODUDE,Wild - Rock Smash,Mt Ember Summit Path 2F,Lv 5-20
GEODUDE,Wild - Rock Smash,Mt Ember Summit Path 2F,Lv 10-20
GEODUDE,Wild - Rock Smash,Mt Ember Summit Path 2F,Lv 15-30
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 33
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 29
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 31
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 35
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 37
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 37
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 36
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 32
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 34
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 38
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path 1F,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path 1F,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path 1F,Lv 30-40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 38
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 36
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 34
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 42
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F,Lv 30-40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 44
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 44
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 44
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F,Lv 30-40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 44
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 44
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 44
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F Stairs,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F Stairs,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F Stairs,Lv 30-40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 38
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 36
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 34
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 42
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F Stairs,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F Stairs,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F Stairs,Lv 30-40
GEODUDE,Wild - Walking/Grass,One Island Kindle Road,Lv 31
GEODUDE,Wild - Rock Smash,One Island Kindle Road,Lv 5-20
GEODUDE,Wild - Rock Smash,One Island Kindle Road,Lv 10-20
GEODUDE,Wild - Rock Smash,One Island Kindle Road,Lv 15-30
GEODUDE,Wild - Walking/Grass,Seven Island Sevault Canyon,Lv 46
GEODUDE,Wild - Rock Smash,Seven Island Sevault Canyon,Lv 25-35
GEODUDE,Wild - Rock Smash,Seven Island Sevault Canyon,Lv 30-40
GEODUDE,Wild - Rock Smash,Seven Island Sevault Canyon,Lv 30-40
GEODUDE,Wild - Walking/Grass,Mt Moon 1F,Lv 7
GEODUDE,Wild - Walking/Grass,Mt Moon 1F,Lv 8
GEODUDE,Wild - Walking/Grass,Mt Moon 1F,Lv 9
GEODUDE,Wild - Walking/Grass,Mt Moon B2F,Lv 9
GEODUDE,Wild - Walking/Grass,Mt Moon B2F,Lv 10
GEODUDE,Wild - Walking/Grass,Victory Road 1F,Lv 32
GEODUDE,Wild - Walking/Grass,Victory Road 2F,Lv 34
GEODUDE,Wild - Walking/Grass,Victory Road 3F,Lv 32
GEODUDE,Wild - Rock Smash,Cerulean Cave 1F,Lv 30-40
GEODUDE,Wild - Rock Smash,Cerulean Cave 1F,Lv 40-50
GEODUDE,Wild - Rock Smash,Cerulean Cave 1F,Lv 40-50
GEODUDE,Wild - Rock Smash,Cerulean Cave 2F,Lv 35-45
GEODUDE,Wild - Rock Smash,Cerulean Cave 2F,Lv 45-55
GEODUDE,Wild - Rock Smash,Cerulean Cave 2F,Lv 45-55
GEODUDE,Wild - Rock Smash,Cerulean Cave B1F,Lv 40-50
GEODUDE,Wild - Rock Smash,Cerulean Cave B1F,Lv 50-60
GEODUDE,Wild - Rock Smash,Cerulean Cave B1F,Lv 50-60
GEODUDE,Wild - Walking/Grass,Rock Tunnel 1F,Lv 16
GEODUDE,Wild - Walking/Grass,Rock Tunnel 1F,Lv 17
GEODUDE,Wild - Walking/Grass,Rock Tunnel 1F,Lv 15
GEODUDE,Wild - Walking/Grass,Rock Tunnel 1F,Lv 15
GEODUDE,Wild - Walking/Grass,Rock Tunnel B1F,Lv 17
GEODUDE,Wild - Walking/Grass,Rock Tunnel B1F,Lv 16
GEODUDE,Wild - Walking/Grass,Rock Tunnel B1F,Lv 15
GEODUDE,Wild - Walking/Grass,Rock Tunnel B1F,Lv 15
GEODUDE,Wild - Rock Smash,Rock Tunnel B1F,Lv 5-20
GEODUDE,Wild - Rock Smash,Rock Tunnel B1F,Lv 10-20
GEODUDE,Wild - Rock Smash,Rock Tunnel B1F,Lv 15-30
GEODUDE,Wild - Walking/Grass,Mt Ember Exterior,Lv 33
GEODUDE,Wild - Rock Smash,Mt Ember Exterior,Lv 5-20
GEODUDE,Wild - Rock Smash,Mt Ember Exterior,Lv 10-20
GEODUDE,Wild - Rock Smash,Mt Ember Exterior,Lv 15-30
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 33
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 29
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 31
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 35
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 37
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 1F,Lv 37
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 34
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 30
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 2F,Lv 32
GEODUDE,Wild - Rock Smash,Mt Ember Summit Path 2F,Lv 5-20
GEODUDE,Wild - Rock Smash,Mt Ember Summit Path 2F,Lv 10-20
GEODUDE,Wild - Rock Smash,Mt Ember Summit Path 2F,Lv 15-30
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 33
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 29
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 31
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 35
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 37
GEODUDE,Wild - Walking/Grass,Mt Ember Summit Path 3F,Lv 37
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 36
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 32
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 34
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 38
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path 1F,Lv 40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path 1F,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path 1F,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path 1F,Lv 30-40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 38
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 36
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 34
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F,Lv 42
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F,Lv 30-40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 44
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 44
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F,Lv 44
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F,Lv 30-40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 44
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 44
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B1F Stairs,Lv 44
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F Stairs,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F Stairs,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B1F Stairs,Lv 30-40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 38
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 36
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 34
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 40
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 42
GEODUDE,Wild - Walking/Grass,Mt Ember Ruby Path B2F Stairs,Lv 42
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F Stairs,Lv 25-35
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F Stairs,Lv 30-40
GEODUDE,Wild - Rock Smash,Mt Ember Ruby Path B2F Stairs,Lv 30-40
GEODUDE,Wild - Walking/Grass,One Island Kindle Road,Lv 31
GEODUDE,Wild - Rock Smash,One Island Kindle Road,Lv 5-20
GEODUDE,Wild - Rock Smash,One Island Kindle Road,Lv 10-20
GEODUDE,Wild - Rock Smash,One Island Kindle Road,Lv 15-30
GEODUDE,Wild - Walking/Grass,Seven Island Sevault Canyon,Lv 46
GEODUDE,Wild - Rock Smash,Seven Island Sevault Canyon,Lv 25-35
GEODUDE,Wild - Rock Smash,Seven Island Sevault Canyon,Lv 30-40
GEODUDE,Wild - Rock Smash,Seven Island Sevault Canyon,Lv 30-40
GLALIE,Evolution,From Snorunt,Level 42
GLOOM,Wild - Walking/Grass,Three Island Berry Forest,Lv 35
GLOOM,Wild - Walking/Grass,Two Island Cape Brink,Lv 36
GLOOM,Wild - Walking/Grass,Two Island Cape Brink,Lv 38
GLOOM,Wild - Walking/Grass,Three Island Bond Bridge,Lv 36
GLOOM,Wild - Walking/Grass,Six Island Water Path,Lv 48
GLOOM,Wild - Walking/Grass,Route12,Lv 28
GLOOM,Wild - Walking/Grass,Route12,Lv 30
GLOOM,Wild - Walking/Grass,Route13,Lv 28
GLOOM,Wild - Walking/Grass,Route13,Lv 30
GLOOM,Wild - Walking/Grass,Route14,Lv 30
GLOOM,Wild - Walking/Grass,Route15,Lv 28
GLOOM,Wild - Walking/Grass,Route15,Lv 30
GLOOM,Evolution,From Oddish,Level 21
GOLBAT,Wild - Walking/Grass,Victory Road 1F,Lv 44
GOLBAT,Wild - Walking/Grass,Victory Road 2F,Lv 46
GOLBAT,Wild - Walking/Grass,Victory Road 3F,Lv 44
GOLBAT,Wild - Walking/Grass,Cerulean Cave 1F,Lv 46
